physical_call_id,source_dataset,session_id,source_sha256,model_split_role,unit_id,anchor_id,anchor_time,start_time,end_time,start_frame,end_frame,local_locator,sampling_tag_only,sampling_anchor_seconds,sampling_stratum,stratum_priority,within_stratum_split_rank,selection_hash,anchor_distance_seconds,q1_score,q2_score,q1_witness_track_id,q2_witness_track_id
mf_psvr_stage_a_055,nexar_collision_prediction,nexar:00868.mp4,f2bfb3a6f550aae1cf3bfb20be11072244e25ccde6706a38b0afebbbd137bc98,model_train,1,center10_anchor_0001,15.0,10.0,20.0,298,595,datasets/casq_external/nexar/videos_hf/train/positive/00868.mp4,collision_or_near_collision,17.398,LOW_SCORE_WEAK_COLLISION_NEAR_ANCHOR,3,1,63667a5b836a9e1a7552bb551e69dfa72a0838016deda0af62faa2dd8e116c0e,2.3979999999999997,0.0,0.0,,
mf_psvr_stage_a_056,nexar_collision_prediction,nexar:00498.mp4,b0339c03273524518c1019fb254e2bac9369f9e15376368a730f63c9989febed,model_train,1,center10_anchor_0001,15.0,10.0,20.0,264,527,datasets/casq_external/nexar/videos_hf/train/positive/00498.mp4,collision_or_near_collision,17.9,LOW_SCORE_WEAK_COLLISION_NEAR_ANCHOR,3,2,884cd28b085b103bf1ee5c9995495b900152e7660b168c75009bd2d88990442b,2.8999999999999986,0.0,0.0,,
mf_psvr_stage_a_057,nexar_collision_prediction,nexar:00181.mp4,9a07329ee7d0c5bcf7789ec0a8445c556d108f25bb77b205f30379f5bc30520e,model_train,1,center10_anchor_0001,15.0,10.0,20.0,297,593,datasets/casq_external/nexar/videos_hf/train/positive/00181.mp4,collision_or_near_collision,17.934,LOW_SCORE_WEAK_COLLISION_NEAR_ANCHOR,3,3,dfe7e3ed720ba3f8241653c459e8bcf8131cee0641a279d0d730691e7d1b2a41,2.934000000000001,0.0,0.0,,
mf_psvr_stage_a_058,nexar_collision_prediction,nexar:00833.mp4,d3f3aade2fc956134f766e179347d6951394a964deca86f06d28eee5efbdf7a5,model_train,0,center10_anchor_0000,5.0,0.0,10.0,0,299,datasets/casq_external/nexar/videos_hf/train/positive/00833.mp4,collision_or_near_collision,8.226,LOW_SCORE_WEAK_COLLISION_NEAR_ANCHOR,3,4,ecf85a008a0e772987011a6552ae1ef24c14582be365f584de38cc66366806cc,3.226000000000001,0.0,0.0,,
mf_psvr_stage_a_059,nexar_collision_prediction,nexar:00459.mp4,a13148d855f97a12a6b2ce6132447c9b0abae5cf894db8821eab216a9c81f88c,model_train,0,center10_anchor_0000,5.0,0.0,10.0,0,299,datasets/casq_external/nexar/videos_hf/train/positive/00459.mp4,collision_or_near_collision,9.991,LOW_SCORE_WEAK_COLLISION_NEAR_ANCHOR,3,5,f058879775881772c2e859bd0776303979d35b27be4baddc53c01969d78bd6e9,4.991,0.0,0.0,,
mf_psvr_stage_a_060,nexar_collision_prediction,nexar:01037.mp4,00eae1cb991847b6e31494041bb1961eebacac5b5377c0b369c0ca18b08895ba,model_train,1,center10_anchor_0001,15.0,10.0,20.0,299,597,datasets/casq_external/nexar/videos_hf/train/positive/01037.mp4,collision_or_near_collision,18.048,LOW_SCORE_WEAK_COLLISION_NEAR_ANCHOR,3,6,fca44b5399c17fde35759407d3fa4b7aa53386562286c406760b61fff10a360a,3.0479999999999983,0.5028735632183908,0.2,2.0,22.0
mf_psvr_stage_a_061,nexar_collision_prediction,nexar:00487.mp4,b84937a99019cf88457e2d7025ca3819fcf30cfce4bdcdf0eedc177e0230b0b6,model_train,2,center10_anchor_0002,25.0,20.0,30.0,600,899,datasets/casq_external/nexar/videos_hf/train/positive/00487.mp4,collision_or_near_collision,20.067,LOW_SCORE_WEAK_COLLISION_NEAR_ANCHOR,3,7,fc56e15006ba655d58dcedee284b5ef1772fd1f5b0f4cb4e4013f29d4b9ae7c4,4.933,0.5055555555555555,0.0,12.0,
mf_psvr_stage_a_062,nexar_collision_prediction,nexar:00845.mp4,be269def95c37542e3f36c154a3917ba663f5fae4c12173252b7e8472feead7a,model_train,2,center10_anchor_0002,25.0,20.0,30.0,600,899,datasets/casq_external/nexar/videos_hf/train/positive/00845.mp4,collision_or_near_collision,20.1,LOW_SCORE_WEAK_COLLISION_NEAR_ANCHOR,3,8,670c9dc4886d94ec8de6cdcc1e1e2d3aa8360d0570637f9ef05c5091a839d433,4.899999999999999,0.505992673992674,0.2,1.0,3.0
mf_psvr_stage_a_063,nexar_collision_prediction,nexar:00312.mp4,8dd44f71d675e9b4849d2b852dd58ade1c09bc376d22a342ba3d5769b0d82352,model_train,1,center10_anchor_0001,15.0,10.0,20.0,305,609,datasets/casq_external/nexar/videos_hf/train/positive/00312.mp4,collision_or_near_collision,19.774,LOW_SCORE_WEAK_COLLISION_NEAR_ANCHOR,3,9,9d0161232881b7eb46e11c0d9ee9725cd3edbacafd7c8f0741c234f2032bdac4,4.774000000000001,0.547406162464986,0.0,58.0,
mf_psvr_stage_a_064,nexar_collision_prediction,nexar:00755.mp4,622347cfa46e6ecd7671b3b0d0fa6d36a950a7235d77d1486600fff9670be3a1,model_train,1,center10_anchor_0001,15.0,10.0,20.0,300,599,datasets/casq_external/nexar/videos_hf/train/positive/00755.mp4,collision_or_near_collision,18.233,LOW_SCORE_WEAK_COLLISION_NEAR_ANCHOR,3,10,6f0ba0ee153be7632541675843377d5e149c3c3e4074f6373d092011690e3ab9,3.2330000000000005,0.5562548562548562,0.0,1.0,
mf_psvr_stage_a_065,nexar_collision_prediction,nexar:01791.mp4,6057b463e5101e049ccfc1382a23bf76fb2db0a18ddf50138d0d9978562bac7c,model_calibration,2,center10_anchor_0002,25.0,20.0,30.0,598,896,datasets/casq_external/nexar/videos_hf/train/negative/01791.mp4,normal_driving,,HIGH_SCORE_WEAK_NORMAL,4,1,af712838efaa2fd15460c38b230f1098d37b3c31ff1974f45e3cb2a59889b83e,,1.0,0.0,5.0,
mf_psvr_stage_a_066,nexar_collision_prediction,nexar:01076.mp4,9199f59d30577e552a3ea1297beb3d10f23b590d400a6504b7f9758c0a975a81,model_calibration,2,center10_anchor_0002,25.0,20.0,30.0,600,899,datasets/casq_external/nexar/videos_hf/train/negative/01076.mp4,normal_driving,,HIGH_SCORE_WEAK_NORMAL,4,2,d7de23968607138f78304a938f912e6168abfe7572c8d565c23f9fb2f361dc99,,0.9580686274509804,0.0,20.0,
mf_psvr_stage_a_067,nexar_collision_prediction,nexar:01904.mp4,38cdb3c75a74ca0e564fd372eafbac82bafcdac1ade6b3b994e554c7629c1c49,model_calibration,1,center10_anchor_0001,15.0,10.0,20.0,300,599,datasets/casq_external/nexar/videos_hf/train/negative/01904.mp4,normal_driving,,HIGH_SCORE_WEAK_NORMAL,4,3,9dee1fd6f7e75692cd8fe10589cef6612c28d852b65a6bd5d4c95e4c08e49edd,,0.9494555763159588,0.0,30.0,
mf_psvr_stage_a_068,nexar_collision_prediction,nexar:01983.mp4,a1ac060412b3d92644bdbe00037f03a1b45f985a4cddc2b091cedb17c53fcc71,pool_audit,3,center10_anchor_0003,35.0,30.0,40.0,900,1199,datasets/casq_external/nexar/videos_hf/train/negative/01983.mp4,normal_driving,,HIGH_SCORE_WEAK_NORMAL,4,1,f69de4c1fce108925d5ef6585cf5373136cbb0fa6a6f89dc26cd725e1b1bd17e,,0.9602813715093672,0.8411111111111111,8.0,8.0
mf_psvr_stage_a_069,nexar_collision_prediction,nexar:01112.mp4,be3970abf87a35eaecdf7603619f2165cbc4df5c45358cc6f9b860038497b35e,pool_audit,3,center10_anchor_0003,35.0,30.0,40.0,915,1219,datasets/casq_external/nexar/videos_hf/train/negative/01112.mp4,normal_driving,,HIGH_SCORE_WEAK_NORMAL,4,2,8b18b95e361b54f2294bbf762bfbf3708a782854c04296855ae074e1f8bcf8ee,,0.9523675917735516,0.0,28.0,
mf_psvr_stage_a_070,nexar_collision_prediction,nexar:01609.mp4,d1256cd08e5719a25997d86a4779d1ce9da1b8ebb0694290a88dd5c3b1287050,pool_audit,2,center10_anchor_0002,25.0,20.0,30.0,600,899,datasets/casq_external/nexar/videos_hf/train/negative/01609.mp4,normal_driving,,HIGH_SCORE_WEAK_NORMAL,4,3,1add8f6de7efc49b69b978c1311c2715fed800af510f722bb8c77f0544d6a733,,0.942906746031746,0.0,1.0,
mf_psvr_stage_a_071,nexar_collision_prediction,nexar:01551.mp4,381be69a69b14cbbe7dc6f1754b73489455b019d98d53576fa53954abfb07269,model_train,0,center10_anchor_0000,5.0,0.0,10.0,0,304,datasets/casq_external/nexar/videos_hf/train/negative/01551.mp4,normal_driving,,HIGH_SCORE_WEAK_NORMAL,4,1,35a63b52d6ca17e3047e978a86bb82dbae272c6596e865aae253e720949be45d,,1.0,0.0,1.0,
mf_psvr_stage_a_072,nexar_collision_prediction,nexar:01346.mp4,1c84436de5cd05d0b9e058d9d9a1d1437fa49d26e10c7b68cb5ab144552de644,model_train,0,center10_anchor_0000,5.0,0.0,10.0,0,299,datasets/casq_external/nexar/videos_hf/train/negative/01346.mp4,normal_driving,,HIGH_SCORE_WEAK_NORMAL,4,2,369b480ab3e4b2f0f355d43ccf15662f3ffead99b0c02e49f58b5308a4c45bdc,,1.0,0.0,2.0,
mf_psvr_stage_a_073,nexar_collision_prediction,nexar:01162.mp4,cd6cc57a43a0ccbfab211425bddcacdf103a880297a61b9a9cfba78a193c0a08,model_train,0,center10_anchor_0000,5.0,0.0,10.0,0,299,datasets/casq_external/nexar/videos_hf/train/negative/01162.mp4,normal_driving,,HIGH_SCORE_WEAK_NORMAL,4,3,8987cdff1721e31e63ec8fcac5b403b64989ebe21a748888a64ec6f659612c63,,1.0,0.6333333333333333,2.0,27.0
mf_psvr_stage_a_074,nexar_collision_prediction,nexar:01263.mp4,1c7f31e40902905bf2142fd9e46540f9250e31a063ab6ff6908cebf7f677e82d,model_train,2,center10_anchor_0002,25.0,20.0,30.0,600,899,datasets/casq_external/nexar/videos_hf/train/negative/01263.mp4,normal_driving,,HIGH_SCORE_WEAK_NORMAL,4,4,ee9507bd2fbb907fd46f52d0a0230542845b2c26d04981d052cebfc549faa277,,1.0,0.0,4.0,
mf_psvr_stage_a_075,nexar_collision_prediction,nexar:01128.mp4,7027e552fcc862f0eaebf7d454688201492df2b2009f365bddb660371199b95a,model_train,2,center10_anchor_0002,25.0,20.0,30.0,612,917,datasets/casq_external/nexar/videos_hf/train/negative/01128.mp4,normal_driving,,HIGH_SCORE_WEAK_NORMAL,4,5,18eb99a05d268679d095fdc380745bea67bccc87ae846df1c6c934505b1bc3b4,,0.5193103448275862,0.9827458256029684,124.0,102.0
mf_psvr_stage_a_076,nexar_collision_prediction,nexar:01159.mp4,5aaaa1b378612c1911935913efda561a840bb0570bd9076e34b973b8f4b2b312,model_train,3,center10_anchor_0003,35.0,30.0,40.0,900,1199,datasets/casq_external/nexar/videos_hf/train/negative/01159.mp4,normal_driving,,HIGH_SCORE_WEAK_NORMAL,4,6,91568f450dc342752f8f30f71be7e9f0bdf7d934d08f8a75f0ed9bab6014799d,,0.98,0.0,8.0,
mf_psvr_stage_a_077,nexar_collision_prediction,nexar:01811.mp4,437fe648821b931e3a899f70f62e63dc492e75976ea714f25f104eb237379e6b,model_train,2,center10_anchor_0002,25.0,20.0,30.0,600,899,datasets/casq_external/nexar/videos_hf/train/negative/01811.mp4,normal_driving,,HIGH_SCORE_WEAK_NORMAL,4,7,4ec5353c7ca1b94c7bd7bb172903507b238dbab1c81563bae83fb94ae0df793f,,0.9727673138220804,0.0,2.0,
mf_psvr_stage_a_078,nexar_collision_prediction,nexar:01100.mp4,2bebd373031c431f8328d41b57acdcdb2b9e28f0ebcb872bdda8b489cbc5db30,model_train,2,center10_anchor_0002,25.0,20.0,30.0,598,896,datasets/casq_external/nexar/videos_hf/train/negative/01100.mp4,normal_driving,,HIGH_SCORE_WEAK_NORMAL,4,8,ad25f656a30a298042f917d2baf4a7ecc9a62bc1a14c5d21aadb130574d12ca9,,0.962181818181818,0.0,3.0,
mf_psvr_stage_a_079,nexar_collision_prediction,nexar:01049.mp4,ff0bbf876b2dbbee3f77b5baf3b0746aca90d815ba75dc2e8d37ecef9ed40eaa,model_train,1,center10_anchor_0001,15.0,10.0,20.0,306,611,datasets/casq_external/nexar/videos_hf/train/negative/01049.mp4,normal_driving,,HIGH_SCORE_WEAK_NORMAL,4,9,166e07c95d5c7467c4ecf19f2424d1b72faf867de1bc2abce99986e62589a097,,0.9614507110961013,0.0,6.0,
mf_psvr_stage_a_080,nexar_collision_prediction,nexar:01155.mp4,e7491d8b1685a4ee8b4636f14308bb29819a3bd10d48535f5cab87874922bf1a,model_train,1,center10_anchor_0001,15.0,10.0,20.0,306,611,datasets/casq_external/nexar/videos_hf/train/negative/01155.mp4,normal_driving,,HIGH_SCORE_WEAK_NORMAL,4,10,87e5e7a82a0f1f50cea38c84cd67ebd28e2ce3b4d8d51148efe379227604fd31,,0.9554179566563468,0.0,1.0,
mf_psvr_stage_a_081,nexar_collision_prediction,nexar:00938.mp4,e0c0b6100206e921ec3248f6301a0eb74470c5881285f3540d824b05d9005926,model_calibration,0,center10_anchor_0000,5.0,0.0,10.0,0,299,datasets/casq_external/nexar/videos_hf/train/positive/00938.mp4,collision_or_near_collision,10.226,Q1_Q2_SCORE_DISAGREEMENT,5,1,f149aaee4616bb742c7ea4e61c9ed311477bad479879530d0b9f46724e71a2f9,5.226000000000001,0.96,0.0,31.0,
mf_psvr_stage_a_082,nexar_collision_prediction,nexar:00066.mp4,0046213aa73f5bb6d55511f43723f6efe00a0d014a235707a5fec193b9b2ab2b,pool_audit,1,center10_anchor_0001,15.0,10.0,20.0,299,597,datasets/casq_external/nexar/videos_hf/train/positive/00066.mp4,collision_or_near_collision,20.787,Q1_Q2_SCORE_DISAGREEMENT,5,1,4c1147f27143485254a48460ac3970175732b3a22a39cf18bd8ad49357333d29,5.786999999999999,0.98,0.0,6.0,
mf_psvr_stage_a_083,nexar_collision_prediction,nexar:00903.mp4,43d0dbf78520e41c9a607b7cc07ede9e3640006d8981eec035c52b65bcb0a0db,model_train,3,center10_anchor_0003,35.0,30.0,40.0,897,1195,datasets/casq_external/nexar/videos_hf/train/positive/00903.mp4,collision_or_near_collision,17.184,Q1_Q2_SCORE_DISAGREEMENT,5,1,172c2660f0a44de875e7da26764a03416826f1a10e97e9460641a20dac6e8946,17.816,0.9778052762340228,0.0,9.0,
mf_psvr_stage_a_084,nexar_collision_prediction,nexar:00683.mp4,3485cc96a3add14de64e167a7c5ad632c7c7066b81e2e44fd397d3ef4ddb50be,model_train,2,center10_anchor_0002,25.0,20.0,30.0,612,917,datasets/casq_external/nexar/videos_hf/train/positive/00683.mp4,collision_or_near_collision,19.474,Q1_Q2_SCORE_DISAGREEMENT,5,2,ca41a595a8ac9ff24b36229a88bede204beb209f575b80f3f596c2996fa3a337,5.526,0.9583333333333331,0.0,2.0,
mf_psvr_stage_a_085,nexar_collision_prediction,nexar:01696.mp4,b8b2e740e3243ef9338211f99a00b69498f615718d100dabba5b102fb5915722,model_train,0,center10_anchor_0000,5.0,0.0,10.0,0,305,datasets/casq_external/nexar/videos_hf/train/negative/01696.mp4,normal_driving,,Q1_Q2_SCORE_DISAGREEMENT,5,3,accb253465ff6faf5a2ddc967f95450f259e578fc3bb65cd886b49fa94493146,,0.9525974025974028,0.0,2.0,
mf_psvr_stage_a_086,nexar_collision_prediction,nexar:00673.mp4,21aff0ea0d95bcd49a3d8edff0ae4dbef57206f2e66344716ccfd4b3c39ac7cd,model_train,3,center10_anchor_0003,35.0,30.0,39.2,900,1175,datasets/casq_external/nexar/videos_hf/train/positive/00673.mp4,collision_or_near_collision,17.333,Q1_Q2_SCORE_DISAGREEMENT,5,4,112f3ec7494a41a33c05697b9f66ddd66dadc6eb4b87632f9fee7b9bf7dde6ce,17.667,0.9455752707902244,0.0,32.0,
mf_psvr_stage_a_087,nexar_collision_prediction,nexar:01141.mp4,3b1428cd9e165a18bad22f568afc429a63ef471a7a14e32faec41db0dd6d9975,model_train,4,center10_anchor_0004,40.166667,35.166667,40.166667,1055,1204,datasets/casq_external/nexar/videos_hf/train/negative/01141.mp4,normal_driving,,Q1_Q2_SCORE_DISAGREEMENT,5,5,4c8f732cef9e9a83e0d1e959567eff14cce3e5c2ae91470f7a8f8f12daa77a3b,,0.9418181818181818,0.0,1.0,
mf_psvr_stage_a_088,nexar_collision_prediction,nexar:01249.mp4,89a9f75753ecfc8d3f29291b63cd62a4329ec1e60cdbbb1f348d3beb8bfac6e2,model_train,1,center10_anchor_0001,15.0,10.0,20.0,300,599,datasets/casq_external/nexar/videos_hf/train/negative/01249.mp4,normal_driving,,Q1_Q2_SCORE_DISAGREEMENT,5,6,acac6e786c4084d2d6856024a95825bb91a56211da145f836ca771bfef4b6e31,,0.9407655502392344,0.0,2.0,
mf_psvr_stage_a_089,nexar_collision_prediction,nexar:01320.mp4,e1f36c02fdb110cc0e49ed470078c600b84914620748d10721bae0375860312a,model_calibration,3,center10_anchor_0003,35.0,30.0,40.0,915,1219,datasets/casq_external/nexar/videos_hf/train/negative/01320.mp4,normal_driving,,DETERMINISTIC_RANDOM_BACKGROUND,6,1,0131603ac3d73091815c48a95361337ed57205deec6ca1af9e23e06e0e69038f,,0.6566985645933014,0.0,1.0,
mf_psvr_stage_a_090,nexar_collision_prediction,nexar:01679.mp4,9349d15738d46ef8589293096e65b3d430c2b279a94948e747573be63987ac24,pool_audit,3,center10_anchor_0003,35.0,30.0,40.0,900,1199,datasets/casq_external/nexar/videos_hf/train/negative/01679.mp4,normal_driving,,DETERMINISTIC_RANDOM_BACKGROUND,6,1,009a43e34f9822a0b2d08787f40e1745569811a00e6deae63fe3958d8fa38d28,,0.61015873015873,0.0,1.0,
mf_psvr_stage_a_091,nexar_collision_prediction,nexar:01095.mp4,4d2bbbcae3e1b78c3abe5f7aec4369f04235075c666307fc44f739af91545eb9,model_train,0,center10_anchor_0000,5.0,0.0,10.0,0,299,datasets/casq_external/nexar/videos_hf/train/negative/01095.mp4,normal_driving,,DETERMINISTIC_RANDOM_BACKGROUND,6,1,0053a76c2b0164852d8aacf493808280f238f7b13201d7aa79ba8a57dce210ef,,0.7621748602822771,0.0,2.0,
mf_psvr_stage_a_092,nexar_collision_prediction,nexar:01272.mp4,40f107d8126c33e2f12f0d405ff95c4f9c96c039635985368de4b1ec44fb5e0e,model_train,1,center10_anchor_0001,15.0,10.0,20.0,300,599,datasets/casq_external/nexar/videos_hf/train/negative/01272.mp4,normal_driving,,DETERMINISTIC_RANDOM_BACKGROUND,6,2,009659e4e7b8fe99c0a22ae0ab56c7e69d38ac0ee3ffa5e6dd984037bf02c110,,0.7413063909774436,0.0,17.0,
mf_psvr_stage_a_093,nexar_collision_prediction,nexar:01248.mp4,cabe1204fbed2376d3d64373a0ecd25371e56f3044171c5edf37917f61d1dac4,model_train,0,center10_anchor_0000,5.0,0.0,10.0,0,305,datasets/casq_external/nexar/videos_hf/train/negative/01248.mp4,normal_driving,,DETERMINISTIC_RANDOM_BACKGROUND,6,3,0097e46e0ee43f0cc42c1ee5a28d058c2734647559a87290c10069435b7cc622,,0.5374546592082663,0.5,13.0,54.0
mf_psvr_stage_a_094,nexar_collision_prediction,nexar:02130.mp4,b538f63cd23095f86416a62fe573bbd2c873111d28bc1edac2aa101785a9a95f,model_train,3,center10_anchor_0003,35.0,30.0,39.5,900,1184,datasets/casq_external/nexar/videos_hf/train/negative/02130.mp4,normal_driving,,DETERMINISTIC_RANDOM_BACKGROUND,6,4,00c585abccfc776c6e3702c9264d42c068f5d6d8741026fc46801a86e9ae4410,,0.4207950431634643,0.04,1.0,13.0
mf_psvr_stage_a_095,nexar_collision_prediction,nexar:01159.mp4,5aaaa1b378612c1911935913efda561a840bb0570bd9076e34b973b8f4b2b312,model_train,1,center10_anchor_0001,15.0,10.0,20.0,300,599,datasets/casq_external/nexar/videos_hf/train/negative/01159.mp4,normal_driving,,DETERMINISTIC_RANDOM_BACKGROUND,6,5,00c6aa254903fefe5de5644d26091040442adb31a7bd648d22843af48b788577,,0.5733333333333334,0.0,1.0,
mf_psvr_stage_a_096,nexar_collision_prediction,nexar:01084.mp4,2b2992c98ea15d79a3f6b834fb0b966c7100dbe592ddbef4fea6aeb79ada9854,model_train,1,center10_anchor_0001,15.0,10.0,20.0,300,599,datasets/casq_external/nexar/videos_hf/train/negative/01084.mp4,normal_driving,,DETERMINISTIC_RANDOM_BACKGROUND,6,6,011515fe3290fd01cbe356efe241404d7a5f25933c1fd2003ba7cf5d94f3e067,,0.7279373444590835,0.0,2.0,
