run_id,method,family,task_id,deadline_name,replicate,action,checkpoint_index,confirmed_events,elapsed_seconds,frontier_candidates,frontier_temporal_entropy,frontier_unique_temporal_cells,observed_units,physical_oracle_calls,snapshot_path,temporal_coverage,event_precision,event_recall,event_f1,unique_confirmed_events
C00__Y8__V1_Q2__T_high__r02__attempt_001,C00,Y8,V1_Q2,T_high,2,scan,6,0,21.767452334,3,0.9999999999999998,3,5,1,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_high__replicate_02/attempt_001/checkpoint_006_snapshot.json,0.008825291355746277,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_high__r02__attempt_001,C00,Y8,V1_Q2,T_high,2,scan,7,0,22.747168163,4,1.0,4,6,1,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_high__replicate_02/attempt_001/checkpoint_007_snapshot.json,0.010590349626895531,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_high__r02__attempt_001,C00,Y8,V1_Q2,T_high,2,query,8,0,39.56077044,3,0.9999999999999998,3,6,2,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_high__replicate_02/attempt_001/checkpoint_008_snapshot.json,0.010590349626895531,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_high__r02__attempt_001,C00,Y8,V1_Q2,T_high,2,scan,9,0,40.51360583,4,1.0,4,7,2,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_high__replicate_02/attempt_001/checkpoint_009_snapshot.json,0.012355407898044787,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_high__r02__attempt_001,C00,Y8,V1_Q2,T_high,2,scan,10,0,41.43050324,4,1.0,4,8,2,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_high__replicate_02/attempt_001/checkpoint_010_snapshot.json,0.014120466169194042,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_high__r02__attempt_001,C00,Y8,V1_Q2,T_high,2,scan,11,0,42.3843138,5,1.0000000000000002,5,9,2,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_high__replicate_02/attempt_001/checkpoint_011_snapshot.json,0.015885524440343298,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_high__r02__attempt_001,C00,Y8,V1_Q2,T_high,2,query,12,0,59.283838969,4,1.0,4,9,3,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_high__replicate_02/attempt_001/checkpoint_012_snapshot.json,0.015885524440343298,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_high__r02__attempt_001,C00,Y8,V1_Q2,T_high,2,scan,13,0,60.255523156,4,1.0,4,10,3,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_high__replicate_02/attempt_001/checkpoint_013_snapshot.json,0.017650582711492554,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_high__r02__attempt_001,C00,Y8,V1_Q2,T_high,2,scan,14,0,61.182826015,5,1.0000000000000002,5,11,3,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_high__replicate_02/attempt_001/checkpoint_014_snapshot.json,0.01941564098264181,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_high__r02__attempt_001,C00,Y8,V1_Q2,T_high,2,scan,15,0,62.084585964,6,0.9999999999999999,6,12,3,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_high__replicate_02/attempt_001/checkpoint_015_snapshot.json,0.021180699253791062,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_high__r02__attempt_001,C00,Y8,V1_Q2,T_high,2,query,16,0,78.749066633,5,1.0000000000000002,5,12,4,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_high__replicate_02/attempt_001/checkpoint_016_snapshot.json,0.021180699253791062,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r00__attempt_001,C00,Y8,V1_Q2,T_transition,0,initial_commit,0,0,0.047297821,0,0.0,0,0,0,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_00/attempt_001/checkpoint_000_snapshot.json,0.0,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r00__attempt_001,C00,Y8,V1_Q2,T_transition,0,scan,1,0,1.010194422,1,0.0,1,1,0,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_00/attempt_001/checkpoint_001_snapshot.json,0.0017650582711492553,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r00__attempt_001,C00,Y8,V1_Q2,T_transition,0,scan,2,0,1.886206968,1,0.0,1,2,0,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_00/attempt_001/checkpoint_002_snapshot.json,0.0035301165422985106,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r00__attempt_001,C00,Y8,V1_Q2,T_transition,0,scan,3,0,2.840181714,2,1.0,2,3,0,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_00/attempt_001/checkpoint_003_snapshot.json,0.0052951748134477655,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r00__attempt_001,C00,Y8,V1_Q2,T_transition,0,query,4,0,32.301806579,1,0.0,1,3,1,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_00/attempt_001/checkpoint_004_snapshot.json,0.0052951748134477655,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r00__attempt_001,C00,Y8,V1_Q2,T_transition,0,scan,5,0,33.345914343,2,1.0,2,4,1,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_00/attempt_001/checkpoint_005_snapshot.json,0.007060233084597021,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r00__attempt_001,C00,Y8,V1_Q2,T_transition,0,scan,6,0,35.508281964,3,0.9999999999999998,3,5,1,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_00/attempt_001/checkpoint_006_snapshot.json,0.008825291355746277,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r00__attempt_001,C00,Y8,V1_Q2,T_transition,0,scan,7,0,36.540091985,4,1.0,4,6,1,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_00/attempt_001/checkpoint_007_snapshot.json,0.010590349626895531,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r00__attempt_001,C00,Y8,V1_Q2,T_transition,0,query,8,0,53.128898184,3,0.9999999999999998,3,6,2,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_00/attempt_001/checkpoint_008_snapshot.json,0.010590349626895531,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r00__attempt_001,C00,Y8,V1_Q2,T_transition,0,scan,9,0,54.138559463,4,1.0,4,7,2,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_00/attempt_001/checkpoint_009_snapshot.json,0.012355407898044787,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r00__attempt_001,C00,Y8,V1_Q2,T_transition,0,scan,10,0,55.084590469,4,1.0,4,8,2,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_00/attempt_001/checkpoint_010_snapshot.json,0.014120466169194042,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r00__attempt_001,C00,Y8,V1_Q2,T_transition,0,scan,11,0,56.026921804,5,1.0000000000000002,5,9,2,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_00/attempt_001/checkpoint_011_snapshot.json,0.015885524440343298,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r00__attempt_001,C00,Y8,V1_Q2,T_transition,0,query,12,0,72.558861289,4,1.0,4,9,3,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_00/attempt_001/checkpoint_012_snapshot.json,0.015885524440343298,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r00__attempt_001,C00,Y8,V1_Q2,T_transition,0,scan,13,0,73.587293699,4,1.0,4,10,3,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_00/attempt_001/checkpoint_013_snapshot.json,0.017650582711492554,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r00__attempt_001,C00,Y8,V1_Q2,T_transition,0,scan,14,0,74.549469727,5,1.0000000000000002,5,11,3,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_00/attempt_001/checkpoint_014_snapshot.json,0.01941564098264181,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r00__attempt_001,C00,Y8,V1_Q2,T_transition,0,scan,15,0,75.50118537,6,0.9999999999999999,6,12,3,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_00/attempt_001/checkpoint_015_snapshot.json,0.021180699253791062,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r00__attempt_001,C00,Y8,V1_Q2,T_transition,0,query,16,0,91.701107366,5,1.0000000000000002,5,12,4,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_00/attempt_001/checkpoint_016_snapshot.json,0.021180699253791062,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r01__attempt_001,C00,Y8,V1_Q2,T_transition,1,initial_commit,0,0,0.055056287,0,0.0,0,0,0,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_01/attempt_001/checkpoint_000_snapshot.json,0.0,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r01__attempt_001,C00,Y8,V1_Q2,T_transition,1,scan,1,0,1.00175211,1,0.0,1,1,0,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_01/attempt_001/checkpoint_001_snapshot.json,0.0017650582711492553,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r01__attempt_001,C00,Y8,V1_Q2,T_transition,1,scan,2,0,1.888440037,1,0.0,1,2,0,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_01/attempt_001/checkpoint_002_snapshot.json,0.0035301165422985106,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r01__attempt_001,C00,Y8,V1_Q2,T_transition,1,scan,3,0,2.835358546,2,1.0,2,3,0,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_01/attempt_001/checkpoint_003_snapshot.json,0.0052951748134477655,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r01__attempt_001,C00,Y8,V1_Q2,T_transition,1,query,4,0,20.032535912,1,0.0,1,3,1,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_01/attempt_001/checkpoint_004_snapshot.json,0.0052951748134477655,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r01__attempt_001,C00,Y8,V1_Q2,T_transition,1,scan,5,0,21.091747604,2,1.0,2,4,1,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_01/attempt_001/checkpoint_005_snapshot.json,0.007060233084597021,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r01__attempt_001,C00,Y8,V1_Q2,T_transition,1,scan,6,0,22.063404316,3,0.9999999999999998,3,5,1,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_01/attempt_001/checkpoint_006_snapshot.json,0.008825291355746277,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r01__attempt_001,C00,Y8,V1_Q2,T_transition,1,scan,7,0,23.081800775,4,1.0,4,6,1,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_01/attempt_001/checkpoint_007_snapshot.json,0.010590349626895531,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r01__attempt_001,C00,Y8,V1_Q2,T_transition,1,query,8,0,40.232174925,3,0.9999999999999998,3,6,2,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_01/attempt_001/checkpoint_008_snapshot.json,0.010590349626895531,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r01__attempt_001,C00,Y8,V1_Q2,T_transition,1,scan,9,0,41.218902279,4,1.0,4,7,2,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_01/attempt_001/checkpoint_009_snapshot.json,0.012355407898044787,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r01__attempt_001,C00,Y8,V1_Q2,T_transition,1,scan,10,0,42.187716496,4,1.0,4,8,2,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_01/attempt_001/checkpoint_010_snapshot.json,0.014120466169194042,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r01__attempt_001,C00,Y8,V1_Q2,T_transition,1,scan,11,0,43.168960137,5,1.0000000000000002,5,9,2,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_01/attempt_001/checkpoint_011_snapshot.json,0.015885524440343298,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r01__attempt_001,C00,Y8,V1_Q2,T_transition,1,query,12,0,60.402591104,4,1.0,4,9,3,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_01/attempt_001/checkpoint_012_snapshot.json,0.015885524440343298,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r01__attempt_001,C00,Y8,V1_Q2,T_transition,1,scan,13,0,61.488405451,4,1.0,4,10,3,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_01/attempt_001/checkpoint_013_snapshot.json,0.017650582711492554,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r01__attempt_001,C00,Y8,V1_Q2,T_transition,1,scan,14,0,62.412569601,5,1.0000000000000002,5,11,3,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_01/attempt_001/checkpoint_014_snapshot.json,0.01941564098264181,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r01__attempt_001,C00,Y8,V1_Q2,T_transition,1,scan,15,0,63.421418677,6,0.9999999999999999,6,12,3,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_01/attempt_001/checkpoint_015_snapshot.json,0.021180699253791062,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r01__attempt_001,C00,Y8,V1_Q2,T_transition,1,query,16,0,80.039438121,5,1.0000000000000002,5,12,4,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_01/attempt_001/checkpoint_016_snapshot.json,0.021180699253791062,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r02__attempt_001,C00,Y8,V1_Q2,T_transition,2,initial_commit,0,0,0.052644758,0,0.0,0,0,0,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_02/attempt_001/checkpoint_000_snapshot.json,0.0,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r02__attempt_001,C00,Y8,V1_Q2,T_transition,2,scan,1,0,1.136153021,1,0.0,1,1,0,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_02/attempt_001/checkpoint_001_snapshot.json,0.0017650582711492553,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r02__attempt_001,C00,Y8,V1_Q2,T_transition,2,scan,2,0,2.136859953,1,0.0,1,2,0,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_02/attempt_001/checkpoint_002_snapshot.json,0.0035301165422985106,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r02__attempt_001,C00,Y8,V1_Q2,T_transition,2,scan,3,0,3.191850251,2,1.0,2,3,0,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_02/attempt_001/checkpoint_003_snapshot.json,0.0052951748134477655,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r02__attempt_001,C00,Y8,V1_Q2,T_transition,2,query,4,0,20.389804951,1,0.0,1,3,1,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_02/attempt_001/checkpoint_004_snapshot.json,0.0052951748134477655,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r02__attempt_001,C00,Y8,V1_Q2,T_transition,2,scan,5,0,21.459205278,2,1.0,2,4,1,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_02/attempt_001/checkpoint_005_snapshot.json,0.007060233084597021,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r02__attempt_001,C00,Y8,V1_Q2,T_transition,2,scan,6,0,22.419042586,3,0.9999999999999998,3,5,1,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_02/attempt_001/checkpoint_006_snapshot.json,0.008825291355746277,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r02__attempt_001,C00,Y8,V1_Q2,T_transition,2,scan,7,0,23.422372102,4,1.0,4,6,1,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_02/attempt_001/checkpoint_007_snapshot.json,0.010590349626895531,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r02__attempt_001,C00,Y8,V1_Q2,T_transition,2,query,8,0,40.479946581,3,0.9999999999999998,3,6,2,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_02/attempt_001/checkpoint_008_snapshot.json,0.010590349626895531,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r02__attempt_001,C00,Y8,V1_Q2,T_transition,2,scan,9,0,41.542111144,4,1.0,4,7,2,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_02/attempt_001/checkpoint_009_snapshot.json,0.012355407898044787,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r02__attempt_001,C00,Y8,V1_Q2,T_transition,2,scan,10,0,42.513089289,4,1.0,4,8,2,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_02/attempt_001/checkpoint_010_snapshot.json,0.014120466169194042,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r02__attempt_001,C00,Y8,V1_Q2,T_transition,2,scan,11,0,43.555479272,5,1.0000000000000002,5,9,2,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_02/attempt_001/checkpoint_011_snapshot.json,0.015885524440343298,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r02__attempt_001,C00,Y8,V1_Q2,T_transition,2,query,12,0,60.790330834,4,1.0,4,9,3,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_02/attempt_001/checkpoint_012_snapshot.json,0.015885524440343298,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r02__attempt_001,C00,Y8,V1_Q2,T_transition,2,scan,13,0,61.822223308,4,1.0,4,10,3,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_02/attempt_001/checkpoint_013_snapshot.json,0.017650582711492554,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r02__attempt_001,C00,Y8,V1_Q2,T_transition,2,scan,14,0,62.823425783,5,1.0000000000000002,5,11,3,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_02/attempt_001/checkpoint_014_snapshot.json,0.01941564098264181,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r02__attempt_001,C00,Y8,V1_Q2,T_transition,2,scan,15,0,63.811056312,6,0.9999999999999999,6,12,3,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_02/attempt_001/checkpoint_015_snapshot.json,0.021180699253791062,0.0,0.0,0.0,0
C00__Y8__V1_Q2__T_transition__r02__attempt_001,C00,Y8,V1_Q2,T_transition,2,query,16,0,80.552992669,5,1.0000000000000002,5,12,4,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C00__Y8__V1_Q2__T_transition__replicate_02/attempt_001/checkpoint_016_snapshot.json,0.021180699253791062,0.0,0.0,0.0,0
C01__Y8__V0_Q1__T_high__r00__attempt_001,C01,Y8,V0_Q1,T_high,0,initial_commit,0,0,0.026332462,0,0.0,0,0,0,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C01__Y8__V0_Q1__T_high__replicate_00/attempt_001/checkpoint_000_snapshot.json,0.0,0.0,0.0,0.0,0
C01__Y8__V0_Q1__T_high__r00__attempt_001,C01,Y8,V0_Q1,T_high,0,scan,1,0,0.996095726,1,0.0,1,1,0,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C01__Y8__V0_Q1__T_high__replicate_00/attempt_001/checkpoint_001_snapshot.json,0.002886002886002886,0.0,0.0,0.0,0
C01__Y8__V0_Q1__T_high__r00__attempt_001,C01,Y8,V0_Q1,T_high,0,scan,2,0,2.027745009,2,1.0,2,2,0,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C01__Y8__V0_Q1__T_high__replicate_00/attempt_001/checkpoint_002_snapshot.json,0.005772005772005772,0.0,0.0,0.0,0
C01__Y8__V0_Q1__T_high__r00__attempt_001,C01,Y8,V0_Q1,T_high,0,scan,3,0,3.124477843,3,0.9999999999999998,3,3,0,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C01__Y8__V0_Q1__T_high__replicate_00/attempt_001/checkpoint_003_snapshot.json,0.008658008658008658,0.0,0.0,0.0,0
C01__Y8__V0_Q1__T_high__r00__attempt_001,C01,Y8,V0_Q1,T_high,0,query,4,1,20.082070716,2,1.0,2,3,1,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C01__Y8__V0_Q1__T_high__replicate_00/attempt_001/checkpoint_004_snapshot.json,0.008658008658008658,1.0,0.07142857142857142,0.13333333333333333,1
C01__Y8__V0_Q1__T_high__r01__attempt_001,C01,Y8,V0_Q1,T_high,1,initial_commit,0,0,0.024688263,0,0.0,0,0,0,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C01__Y8__V0_Q1__T_high__replicate_01/attempt_001/checkpoint_000_snapshot.json,0.0,0.0,0.0,0.0,0
C01__Y8__V0_Q1__T_high__r01__attempt_001,C01,Y8,V0_Q1,T_high,1,scan,1,0,0.989284714,1,0.0,1,1,0,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_bottleneck_research/cycle_02_H_BOTTLE2/raw/C01__Y8__V0_Q1__T_high__replicate_01/attempt_001/checkpoint_001_snapshot.json,0.002886002886002886,0.0,0.0,0.0,0
