mode,width_mode,scenario,rep,world_seed,cluster_count,true_positive_bins,positive_fraction
full,narrow,strong,87,398017014,27,134,0.067000
full,narrow,strong,88,1236306087,18,81,0.040500
full,narrow,strong,89,2094395126,15,68,0.034000
full,narrow,strong,90,562699279,15,68,0.034000
full,narrow,strong,91,396304292,22,111,0.055500
full,narrow,strong,92,311354484,16,75,0.037500
full,narrow,strong,93,73904684,17,91,0.045500
full,narrow,strong,94,892315361,14,75,0.037500
full,narrow,strong,95,1821190451,14,76,0.038000
full,narrow,strong,96,1068534590,19,82,0.041000
full,narrow,strong,97,1314862835,19,99,0.049500
full,narrow,strong,98,1601638002,22,109,0.054500
full,narrow,strong,99,1224387547,15,73,0.036500
full,narrow,strong,100,238168242,13,68,0.034000
full,narrow,strong,101,1431953982,12,58,0.029000
full,narrow,strong,102,181383868,12,56,0.028000
full,narrow,strong,103,1249631411,22,97,0.048500
full,narrow,strong,104,804464978,18,95,0.047500
full,narrow,strong,105,1460318842,19,99,0.049500
full,narrow,strong,106,2029188753,24,115,0.057500
full,narrow,strong,107,1593538229,18,81,0.040500
full,narrow,strong,108,331206345,21,104,0.052000
full,narrow,strong,109,1452865456,18,89,0.044500
full,narrow,strong,110,1207671466,23,118,0.059000
full,narrow,strong,111,339505946,14,67,0.033500
full,narrow,strong,112,1501816031,12,65,0.032500
full,narrow,strong,113,948785191,30,141,0.070500
full,narrow,strong,114,1609225180,21,103,0.051500
full,narrow,strong,115,1014121463,17,85,0.042500
full,narrow,strong,116,1683450448,16,85,0.042500
full,narrow,strong,117,1655072178,19,94,0.047000
full,narrow,strong,118,2107707084,10,44,0.022000
full,narrow,strong,119,1685532104,25,116,0.058000
full,narrow,weak,0,92314071,19,99,0.049500
full,narrow,weak,1,390170873,15,71,0.035500
full,narrow,weak,2,696641184,11,63,0.031500
full,narrow,weak,3,54935488,19,95,0.047500
full,narrow,weak,4,640724957,22,111,0.055500
full,narrow,weak,5,734725439,18,91,0.045500
full,narrow,weak,6,1706096675,22,100,0.050000
full,narrow,weak,7,899733273,16,73,0.036500
full,narrow,weak,8,1553615423,19,104,0.052000
full,narrow,weak,9,2002813379,14,70,0.035000
full,narrow,weak,10,1976010888,13,61,0.030500
full,narrow,weak,11,1954491532,19,91,0.045500
full,narrow,weak,12,305351724,22,98,0.049000
full,narrow,weak,13,1844102962,18,86,0.043000
full,narrow,weak,14,1665108842,20,101,0.050500
full,narrow,weak,15,1377140253,13,67,0.033500
full,narrow,weak,16,172089854,15,79,0.039500
full,narrow,weak,17,907016169,22,102,0.051000
full,narrow,weak,18,1585639700,12,57,0.028500
full,narrow,weak,19,657371886,15,75,0.037500
full,narrow,weak,20,1369023245,11,57,0.028500
full,narrow,weak,21,889320637,7,41,0.020500
full,narrow,weak,22,2097937240,15,69,0.034500
full,narrow,weak,23,1806365464,20,96,0.048000
full,narrow,weak,24,53399475,20,94,0.047000
full,narrow,weak,25,2069665460,19,87,0.043500
full,narrow,weak,26,859678904,16,78,0.039000
full,narrow,weak,27,1548437215,16,75,0.037500
full,narrow,weak,28,509079237,21,110,0.055000
full,narrow,weak,29,1367490773,16,74,0.037000
full,narrow,weak,30,1436554157,23,109,0.054500
full,narrow,weak,31,477264959,22,92,0.046000
full,narrow,weak,32,295948871,15,68,0.034000
full,narrow,weak,33,1428072911,20,97,0.048500
full,narrow,weak,34,188612532,16,81,0.040500
full,narrow,weak,35,1147525070,20,91,0.045500
full,narrow,weak,36,1334252684,20,96,0.048000
full,narrow,weak,37,93859865,20,102,0.051000
full,narrow,weak,38,286678855,15,71,0.035500
full,narrow,weak,39,1809637651,15,88,0.044000
full,narrow,weak,40,1355755643,20,103,0.051500
full,narrow,weak,41,2138577067,20,95,0.047500
full,narrow,weak,42,1455787252,22,103,0.051500
full,narrow,weak,43,988373586,19,97,0.048500
full,narrow,weak,44,851112201,23,129,0.064500
full,narrow,weak,45,1824592809,10,43,0.021500
full,narrow,weak,46,1063720459,20,99,0.049500
full,narrow,weak,47,1527358841,16,82,0.041000
full,narrow,weak,48,1157857073,21,98,0.049000
full,narrow,weak,49,1885620831,15,70,0.035000
full,narrow,weak,50,342728822,14,68,0.034000
full,narrow,weak,51,613744844,17,85,0.042500
full,narrow,weak,52,1190370179,24,113,0.056500
full,narrow,weak,53,189871270,20,93,0.046500
full,narrow,weak,54,142652010,23,111,0.055500
full,narrow,weak,55,1862252164,18,85,0.042500
full,narrow,weak,56,856146366,14,59,0.029500
full,narrow,weak,57,1783131381,20,101,0.050500
full,narrow,weak,58,198631532,20,104,0.052000
full,narrow,weak,59,574021350,19,101,0.050500
full,narrow,weak,60,500606818,11,57,0.028500
full,narrow,weak,61,1822462056,22,106,0.053000
full,narrow,weak,62,1438409530,14,63,0.031500
full,narrow,weak,63,1156209769,14,75,0.037500
full,narrow,weak,64,208714894,21,105,0.052500
full,narrow,weak,65,844535803,17,91,0.045500
full,narrow,weak,66,1016389969,15,65,0.032500
full,narrow,weak,67,587919323,9,45,0.022500
full,narrow,weak,68,1736130648,23,113,0.056500
full,narrow,weak,69,5053513,14,77,0.038500
full,narrow,weak,70,1384744740,16,70,0.035000
full,narrow,weak,71,741367507,15,74,0.037000
full,narrow,weak,72,525556205,18,89,0.044500
full,narrow,weak,73,568049145,23,113,0.056500
full,narrow,weak,74,600958307,16,83,0.041500
full,narrow,weak,75,2087159052,15,75,0.037500
full,narrow,weak,76,2003311193,22,117,0.058500
full,narrow,weak,77,259890080,20,98,0.049000
full,narrow,weak,78,428461416,22,122,0.061000
full,narrow,weak,79,521285764,16,79,0.039500
full,narrow,weak,80,2144844119,19,99,0.049500
full,narrow,weak,81,2079843852,19,91,0.045500
full,narrow,weak,82,2067184818,20,92,0.046000
full,narrow,weak,83,1605936785,25,127,0.063500
full,narrow,weak,84,1749471744,19,101,0.050500
full,narrow,weak,85,1761118190,15,78,0.039000
full,narrow,weak,86,1337296243,23,111,0.055500
full,narrow,weak,87,1473854447,15,74,0.037000
full,narrow,weak,88,1858329827,17,83,0.041500
full,narrow,weak,89,812200390,23,117,0.058500
full,narrow,weak,90,623771751,19,89,0.044500
full,narrow,weak,91,1114654779,14,69,0.034500
full,narrow,weak,92,586964653,18,76,0.038000
full,narrow,weak,93,367842732,25,116,0.058000
full,narrow,weak,94,1546534255,17,80,0.040000
full,narrow,weak,95,1071204181,23,106,0.053000
full,narrow,weak,96,1325880888,14,69,0.034500
full,narrow,weak,97,1276537650,16,84,0.042000
full,narrow,weak,98,221761149,17,85,0.042500
full,narrow,weak,99,233588422,22,96,0.048000
full,narrow,weak,100,1819811647,19,97,0.048500
full,narrow,weak,101,313867669,15,70,0.035000
full,narrow,weak,102,1768653807,16,80,0.040000
full,narrow,weak,103,79073998,6,28,0.014000
full,narrow,weak,104,196066324,23,109,0.054500
full,narrow,weak,105,1304658394,16,73,0.036500
full,narrow,weak,106,915081197,14,59,0.029500
full,narrow,weak,107,802699829,15,76,0.038000
full,narrow,weak,108,441221157,10,51,0.025500
full,narrow,weak,109,27785617,18,88,0.044000
full,narrow,weak,110,1988653616,16,76,0.038000
full,narrow,weak,111,1626242580,19,94,0.047000
full,narrow,weak,112,75996651,23,118,0.059000
full,narrow,weak,113,528660594,17,76,0.038000
full,narrow,weak,114,552904579,16,73,0.036500
full,narrow,weak,115,248056463,27,123,0.061500
full,narrow,weak,116,516870898,33,163,0.081500
full,narrow,weak,117,1391723101,16,85,0.042500
full,narrow,weak,118,1254531698,21,105,0.052500
full,narrow,weak,119,1935665945,19,87,0.043500
full,narrow,wrong,0,1731765642,28,141,0.070500
full,narrow,wrong,1,1560207354,13,68,0.034000
full,narrow,wrong,2,1415013288,16,74,0.037000
full,narrow,wrong,3,1482908142,15,82,0.041000
full,narrow,wrong,4,1134209813,20,98,0.049000
full,narrow,wrong,5,3761617,13,61,0.030500
full,narrow,wrong,6,1370176957,15,84,0.042000
full,narrow,wrong,7,782433455,16,78,0.039000
full,narrow,wrong,8,55396162,22,106,0.053000
full,narrow,wrong,9,1361159300,15,74,0.037000
full,narrow,wrong,10,548765529,22,100,0.050000
full,narrow,wrong,11,369794131,24,118,0.059000
full,narrow,wrong,12,135096162,13,55,0.027500
full,narrow,wrong,13,968413310,15,73,0.036500
full,narrow,wrong,14,655204873,25,113,0.056500
full,narrow,wrong,15,1740441736,19,85,0.042500
full,narrow,wrong,16,1513100426,12,55,0.027500
full,narrow,wrong,17,1930206117,17,78,0.039000
full,narrow,wrong,18,383723622,12,56,0.028000
full,narrow,wrong,19,1153718629,17,79,0.039500
full,narrow,wrong,20,1151936838,19,108,0.054000
full,narrow,wrong,21,1571549241,22,110,0.055000
full,narrow,wrong,22,1433287598,12,57,0.028500
full,narrow,wrong,23,671489537,13,73,0.036500
full,narrow,wrong,24,1103896176,17,84,0.042000
full,narrow,wrong,25,233839710,20,95,0.047500
full,narrow,wrong,26,922156586,15,74,0.037000
full,narrow,wrong,27,588129613,15,76,0.038000
full,narrow,wrong,28,787727579,15,85,0.042500
full,narrow,wrong,29,1113223588,17,73,0.036500
full,narrow,wrong,30,696939034,13,60,0.030000
full,narrow,wrong,31,1535888951,23,100,0.050000
full,narrow,wrong,32,1759337089,18,80,0.040000
full,narrow,wrong,33,204359303,16,78,0.039000
full,narrow,wrong,34,1714842680,16,82,0.041000
full,narrow,wrong,35,201621800,9,36,0.018000
full,narrow,wrong,36,1038001830,22,107,0.053500
full,narrow,wrong,37,482366366,15,69,0.034500
full,narrow,wrong,38,318542783,19,88,0.044000
full,narrow,wrong,39,61147310,15,67,0.033500
full,narrow,wrong,40,261416445,11,58,0.029000
full,narrow,wrong,41,1250587727,22,100,0.050000
full,narrow,wrong,42,767982264,17,75,0.037500
full,narrow,wrong,43,1087917814,15,74,0.037000
full,narrow,wrong,44,1443087833,19,93,0.046500
full,narrow,wrong,45,1246737856,11,54,0.027000
full,narrow,wrong,46,1193334621,20,99,0.049500
full,narrow,wrong,47,1614402925,13,58,0.029000
full,narrow,wrong,48,1034254005,7,37,0.018500
full,narrow,wrong,49,59156397,15,73,0.036500
full,narrow,wrong,50,769329524,17,84,0.042000
full,narrow,wrong,51,237217714,16,90,0.045000
full,narrow,wrong,52,154302649,21,102,0.051000
full,narrow,wrong,53,1748013378,15,82,0.041000
full,narrow,wrong,54,192819535,17,78,0.039000
full,narrow,wrong,55,1046890063,17,76,0.038000
full,narrow,wrong,56,2024913583,22,106,0.053000
full,narrow,wrong,57,987021466,21,102,0.051000
full,narrow,wrong,58,1360516111,13,67,0.033500
full,narrow,wrong,59,44808984,18,85,0.042500
full,narrow,wrong,60,961852566,21,106,0.053000
full,narrow,wrong,61,1224321507,16,77,0.038500
full,narrow,wrong,62,487717320,23,109,0.054500
full,narrow,wrong,63,1286713899,12,55,0.027500
full,narrow,wrong,64,2008681207,20,104,0.052000
full,narrow,wrong,65,210434304,19,100,0.050000
full,narrow,wrong,66,2024183825,14,72,0.036000
full,narrow,wrong,67,1557202930,23,125,0.062500
full,narrow,wrong,68,164754784,18,87,0.043500
full,narrow,wrong,69,1096902098,17,87,0.043500
full,narrow,wrong,70,1481528886,20,109,0.054500
full,narrow,wrong,71,1097359975,18,88,0.044000
full,narrow,wrong,72,1074088679,12,62,0.031000
full,narrow,wrong,73,1405445679,19,103,0.051500
full,narrow,wrong,74,1276199907,21,108,0.054000
full,narrow,wrong,75,924863648,21,97,0.048500
full,narrow,wrong,76,1874800151,12,70,0.035000
full,narrow,wrong,77,183778937,19,96,0.048000
full,narrow,wrong,78,1029202584,16,80,0.040000
full,narrow,wrong,79,1682361227,17,88,0.044000
full,narrow,wrong,80,1360241824,20,95,0.047500
full,narrow,wrong,81,791566375,17,76,0.038000
full,narrow,wrong,82,235850884,22,107,0.053500
full,narrow,wrong,83,1873581428,16,80,0.040000
full,narrow,wrong,84,361407951,17,76,0.038000
full,narrow,wrong,85,736508738,20,99,0.049500
full,narrow,wrong,86,119327024,15,73,0.036500
full,narrow,wrong,87,1747202727,16,75,0.037500
full,narrow,wrong,88,159115497,16,80,0.040000
full,narrow,wrong,89,1447133340,15,75,0.037500
full,narrow,wrong,90,1741660225,15,61,0.030500
full,narrow,wrong,91,849007404,27,122,0.061000
full,narrow,wrong,92,13278199,20,101,0.050500
full,narrow,wrong,93,1151038276,16,72,0.036000
full,narrow,wrong,94,1312321146,9,53,0.026500
full,narrow,wrong,95,1327247430,15,77,0.038500
full,narrow,wrong,96,1293309160,19,106,0.053000
full,narrow,wrong,97,1159809912,17,87,0.043500
full,narrow,wrong,98,1209344651,12,58,0.029000
full,narrow,wrong,99,1702840115,28,127,0.063500
full,narrow,wrong,100,1171825796,12,62,0.031000
full,narrow,wrong,101,431188019,13,68,0.034000
full,narrow,wrong,102,966826945,15,84,0.042000
full,narrow,wrong,103,1625715056,19,105,0.052500
full,narrow,wrong,104,62928113,17,86,0.043000
full,narrow,wrong,105,80417910,13,71,0.035500
full,narrow,wrong,106,582264506,22,99,0.049500
full,narrow,wrong,107,963189586,12,64,0.032000
full,narrow,wrong,108,948290132,15,80,0.040000
full,narrow,wrong,109,1776550864,12,59,0.029500
full,narrow,wrong,110,435084907,15,83,0.041500
full,narrow,wrong,111,1333974394,18,96,0.048000
full,narrow,wrong,112,768153010,16,87,0.043500
full,narrow,wrong,113,1315707594,25,124,0.062000
full,narrow,wrong,114,369332151,13,61,0.030500
full,narrow,wrong,115,130117502,15,82,0.041000
full,narrow,wrong,116,990833257,21,99,0.049500
full,narrow,wrong,117,1217397948,15,78,0.039000
full,narrow,wrong,118,1992813870,13,67,0.033500
full,narrow,wrong,119,1689375963,16,84,0.042000
full,narrow,none,0,84861471,19,88,0.044000
full,narrow,none,1,1564522886,18,90,0.045000
full,narrow,none,2,1840769496,19,94,0.047000
full,narrow,none,3,1331210740,21,111,0.055500
full,narrow,none,4,1683809307,22,109,0.054500
full,narrow,none,5,1144152626,22,115,0.057500
full,narrow,none,6,1473437864,19,98,0.049000
full,narrow,none,7,367240168,14,61,0.030500
full,narrow,none,8,1619487140,19,97,0.048500
full,narrow,none,9,56990599,15,77,0.038500
full,narrow,none,10,1357764718,18,91,0.045500
full,narrow,none,11,1588357183,14,73,0.036500
full,narrow,none,12,1895031496,22,102,0.051000
full,narrow,none,13,362056877,11,51,0.025500
full,narrow,none,14,1120189213,16,81,0.040500
full,narrow,none,15,325174970,25,127,0.063500
full,narrow,none,16,1260530069,15,80,0.040000
full,narrow,none,17,1813186680,14,66,0.033000
full,narrow,none,18,314683294,18,104,0.052000
full,narrow,none,19,290790697,18,81,0.040500
full,narrow,none,20,1702003449,26,118,0.059000
full,narrow,none,21,455056176,15,68,0.034000
full,narrow,none,22,177718032,19,96,0.048000
full,narrow,none,23,1864554259,10,46,0.023000
full,narrow,none,24,912806721,21,93,0.046500
full,narrow,none,25,1484453701,18,78,0.039000
full,narrow,none,26,1755924199,14,79,0.039500
full,narrow,none,27,913818740,14,60,0.030000
full,narrow,none,28,47904651,17,84,0.042000
full,narrow,none,29,778263049,17,88,0.044000
full,narrow,none,30,27931178,19,101,0.050500
full,narrow,none,31,335308403,11,56,0.028000
full,narrow,none,32,519222011,16,70,0.035000
full,narrow,none,33,984009715,19,92,0.046000
full,narrow,none,34,1540597394,21,104,0.052000
full,narrow,none,35,436422918,23,113,0.056500
full,narrow,none,36,1193365095,15,72,0.036000
full,narrow,none,37,359038221,20,101,0.050500
full,narrow,none,38,2736849,17,85,0.042500
full,narrow,none,39,1469629979,19,99,0.049500
full,narrow,none,40,1629995844,23,99,0.049500
full,narrow,none,41,1691192982,16,85,0.042500
full,narrow,none,42,1417249785,19,102,0.051000
full,narrow,none,43,461592878,16,82,0.041000
full,narrow,none,44,1205245794,17,89,0.044500
full,narrow,none,45,920540779,19,97,0.048500
full,narrow,none,46,1352802013,21,115,0.057500
full,narrow,none,47,58610176,17,86,0.043000
full,narrow,none,48,810968289,16,86,0.043000
full,narrow,none,49,1547011792,24,115,0.057500
full,narrow,none,50,1886998007,19,88,0.044000
full,narrow,none,51,1724479458,19,97,0.048500
full,narrow,none,52,265249600,20,101,0.050500
full,narrow,none,53,1651755721,12,56,0.028000
full,narrow,none,54,1707223013,17,92,0.046000
full,narrow,none,55,870807330,25,119,0.059500
full,narrow,none,56,1722541281,23,111,0.055500
full,narrow,none,57,143934225,11,51,0.025500
full,narrow,none,58,1672874022,16,71,0.035500
full,narrow,none,59,1402511639,20,90,0.045000
full,narrow,none,60,1946163041,17,86,0.043000
full,narrow,none,61,760522209,18,104,0.052000
full,narrow,none,62,1489685486,22,106,0.053000
full,narrow,none,63,390908833,14,65,0.032500
full,narrow,none,64,215304004,19,100,0.050000
full,narrow,none,65,1182729844,17,72,0.036000
full,narrow,none,66,818616520,17,79,0.039500
full,narrow,none,67,1101500005,22,113,0.056500
full,narrow,none,68,1736981438,14,78,0.039000
full,narrow,none,69,1928574849,12,62,0.031000
full,narrow,none,70,2012916213,21,96,0.048000
full,narrow,none,71,1449352493,20,96,0.048000
full,narrow,none,72,2099389727,18,77,0.038500
full,narrow,none,73,1053756085,16,98,0.049000
full,narrow,none,74,1272774517,19,94,0.047000
full,narrow,none,75,829654155,21,106,0.053000
full,narrow,none,76,54081753,20,112,0.056000
full,narrow,none,77,2125363239,20,108,0.054000
full,narrow,none,78,1185064716,17,81,0.040500
full,narrow,none,79,486915873,14,67,0.033500
full,narrow,none,80,55816917,18,87,0.043500
full,narrow,none,81,752558031,21,108,0.054000
full,narrow,none,82,266079860,22,99,0.049500
full,narrow,none,83,2102413333,23,120,0.060000
full,narrow,none,84,2117416863,25,110,0.055000
full,narrow,none,85,759524131,17,85,0.042500
full,narrow,none,86,2015576325,17,86,0.043000
full,narrow,none,87,201789539,19,88,0.044000
full,narrow,none,88,998642463,21,109,0.054500
full,narrow,none,89,1992245261,20,101,0.050500
full,narrow,none,90,41953942,27,131,0.065500
full,narrow,none,91,814753260,13,54,0.027000
full,narrow,none,92,915001897,27,135,0.067500
full,narrow,none,93,1646997890,13,58,0.029000
full,narrow,none,94,307053659,26,133,0.066500
full,narrow,none,95,2006461947,16,71,0.035500
full,narrow,none,96,909726608,21,102,0.051000
full,narrow,none,97,1734982676,16,75,0.037500
full,narrow,none,98,113850977,15,70,0.035000
full,narrow,none,99,1709382178,18,83,0.041500
full,narrow,none,100,362407778,24,105,0.052500
full,narrow,none,101,1633460916,19,90,0.045000
full,narrow,none,102,1884604269,20,100,0.050000
full,narrow,none,103,779175448,15,71,0.035500
full,narrow,none,104,1322205587,18,91,0.045500
full,narrow,none,105,939209722,26,129,0.064500
full,narrow,none,106,62978367,19,90,0.045000
full,narrow,none,107,1917904726,16,86,0.043000
full,narrow,none,108,1510936696,4,16,0.008000
full,narrow,none,109,1082228731,17,87,0.043500
full,narrow,none,110,267750871,19,88,0.044000
full,narrow,none,111,1408907708,18,78,0.039000
full,narrow,none,112,2028263192,25,134,0.067000
full,narrow,none,113,1813905022,12,65,0.032500
full,narrow,none,114,870586331,18,80,0.040000
full,narrow,none,115,1001873673,21,98,0.049000
full,narrow,none,116,221679587,17,84,0.042000
full,narrow,none,117,325660943,12,50,0.025000
full,narrow,none,118,1462158649,22,107,0.053500
full,narrow,none,119,2048030624,22,111,0.055500
full,wide,strong,0,1408442623,19,506,0.253000
full,wide,strong,1,1423240431,24,609,0.304500
full,wide,strong,2,976419149,17,509,0.254500
full,wide,strong,3,1543263513,15,386,0.193000
full,wide,strong,4,896178313,19,505,0.252500
full,wide,strong,5,565073204,18,471,0.235500
full,wide,strong,6,524140898,20,472,0.236000
full,wide,strong,7,1026397091,14,437,0.218500
full,wide,strong,8,1210767289,12,360,0.180000
full,wide,strong,9,1836198456,15,459,0.229500
full,wide,strong,10,875458466,19,540,0.270000
full,wide,strong,11,200393071,18,431,0.215500
full,wide,strong,12,1934137942,18,535,0.267500
full,wide,strong,13,969834280,23,649,0.324500
full,wide,strong,14,1697779244,24,564,0.282000
full,wide,strong,15,892204286,13,334,0.167000
full,wide,strong,16,1595119099,19,538,0.269000
full,wide,strong,17,1271028521,20,519,0.259500
full,wide,strong,18,616716221,25,595,0.297500
full,wide,strong,19,110478550,16,468,0.234000
full,wide,strong,20,1094607271,21,540,0.270000
full,wide,strong,21,298517212,24,593,0.296500
full,wide,strong,22,1957455327,29,736,0.368000
full,wide,strong,23,832543306,22,622,0.311000
full,wide,strong,24,1208006075,21,538,0.269000
full,wide,strong,25,676887892,17,476,0.238000
full,wide,strong,26,1755468907,17,493,0.246500
full,wide,strong,27,2114934553,23,638,0.319000
full,wide,strong,28,838272742,27,630,0.315000
full,wide,strong,29,236333745,12,328,0.164000
full,wide,strong,30,2049292081,25,679,0.339500
full,wide,strong,31,2001272769,17,407,0.203500
full,wide,strong,32,1879695802,19,535,0.267500
full,wide,strong,33,1745985713,11,349,0.174500
full,wide,strong,34,668964756,18,439,0.219500
full,wide,strong,35,465385080,17,466,0.233000
full,wide,strong,36,49549481,5,133,0.066500
full,wide,strong,37,274195335,18,516,0.258000
full,wide,strong,38,630434876,16,534,0.267000
full,wide,strong,39,117981620,14,403,0.201500
full,wide,strong,40,2078814973,16,454,0.227000
full,wide,strong,41,343475624,17,442,0.221000
full,wide,strong,42,778044341,21,590,0.295000
full,wide,strong,43,104053822,23,601,0.300500
full,wide,strong,44,1582726842,10,324,0.162000
full,wide,strong,45,1080811252,12,295,0.147500
full,wide,strong,46,1766684114,8,267,0.133500
full,wide,strong,47,673491101,16,474,0.237000
full,wide,strong,48,97028921,25,611,0.305500
full,wide,strong,49,140680988,11,339,0.169500
full,wide,strong,50,1141653071,20,619,0.309500
full,wide,strong,51,1912068249,20,514,0.257000
full,wide,strong,52,122972461,18,448,0.224000
full,wide,strong,53,1584775761,13,453,0.226500
full,wide,strong,54,503460052,21,561,0.280500
full,wide,strong,55,133133754,22,644,0.322000
full,wide,strong,56,358426886,16,456,0.228000
full,wide,strong,57,1204797642,28,836,0.418000
full,wide,strong,58,1681820001,14,447,0.223500
full,wide,strong,59,1880233932,23,670,0.335000
full,wide,strong,60,1058514064,21,601,0.300500
full,wide,strong,61,1259899110,19,516,0.258000
full,wide,strong,62,1896639024,18,442,0.221000
full,wide,strong,63,734472927,36,937,0.468500
full,wide,strong,64,403312043,21,584,0.292000
full,wide,strong,65,1729372140,22,544,0.272000
full,wide,strong,66,98083257,19,506,0.253000
full,wide,strong,67,1401732842,19,508,0.254000
full,wide,strong,68,332711221,23,649,0.324500
full,wide,strong,69,1460931964,20,469,0.234500
full,wide,strong,70,1044043941,11,349,0.174500
full,wide,strong,71,676102353,20,594,0.297000
full,wide,strong,72,1123535591,20,536,0.268000
full,wide,strong,73,1206183465,18,432,0.216000
full,wide,strong,74,1722434855,21,547,0.273500
full,wide,strong,75,1263465642,17,462,0.231000
full,wide,strong,76,2034131289,20,492,0.246000
full,wide,strong,77,780319174,13,326,0.163000
full,wide,strong,78,149117595,18,558,0.279000
full,wide,strong,79,1438538818,19,471,0.235500
full,wide,strong,80,618295351,20,606,0.303000
full,wide,strong,81,1880962,19,542,0.271000
full,wide,strong,82,1383637449,13,428,0.214000
full,wide,strong,83,420902311,22,679,0.339500
full,wide,strong,84,1438973458,20,489,0.244500
full,wide,strong,85,515460524,17,446,0.223000
full,wide,strong,86,1232835378,14,416,0.208000
full,wide,strong,87,176806866,12,334,0.167000
full,wide,strong,88,1222283420,16,500,0.250000
full,wide,strong,89,221556205,17,430,0.215000
full,wide,strong,90,1359458767,14,422,0.211000
full,wide,strong,91,1134247451,25,722,0.361000
full,wide,strong,92,1925927068,8,263,0.131500
full,wide,strong,93,526251788,25,667,0.333500
full,wide,strong,94,1131043702,11,321,0.160500
full,wide,strong,95,1252603315,23,612,0.306000
full,wide,strong,96,1218501614,20,553,0.276500
full,wide,strong,97,2116033161,14,447,0.223500
full,wide,strong,98,563409988,14,388,0.194000
full,wide,strong,99,2020192813,14,423,0.211500
full,wide,strong,100,159046543,26,658,0.329000
full,wide,strong,101,451314596,21,522,0.261000
full,wide,strong,102,78958777,25,652,0.326000
full,wide,strong,103,1574342109,21,532,0.266000
full,wide,strong,104,1243330496,15,487,0.243500
full,wide,strong,105,709442406,23,644,0.322000
full,wide,strong,106,1879931215,8,230,0.115000
full,wide,strong,107,2134765147,15,479,0.239500
full,wide,strong,108,1728212471,17,442,0.221000
full,wide,strong,109,1026656772,16,506,0.253000
full,wide,strong,110,344049454,15,387,0.193500
full,wide,strong,111,858374919,19,526,0.263000
full,wide,strong,112,697246378,23,604,0.302000
full,wide,strong,113,527135581,23,629,0.314500
full,wide,strong,114,347897424,18,518,0.259000
full,wide,strong,115,376466986,27,710,0.355000
full,wide,strong,116,1132740419,20,567,0.283500
full,wide,strong,117,985762239,22,675,0.337500
full,wide,strong,118,1824410740,23,592,0.296000
full,wide,strong,119,1327453160,20,472,0.236000
full,wide,weak,0,2057958435,10,236,0.118000
full,wide,weak,1,1848839788,22,539,0.269500
full,wide,weak,2,151118248,19,562,0.281000
full,wide,weak,3,1262709262,17,437,0.218500
full,wide,weak,4,775152424,17,493,0.246500
full,wide,weak,5,1285501172,20,467,0.233500
full,wide,weak,6,844471081,23,615,0.307500
full,wide,weak,7,2060962010,21,515,0.257500
full,wide,weak,8,1992015183,15,393,0.196500
full,wide,weak,9,883006316,17,455,0.227500
full,wide,weak,10,211058189,19,580,0.290000
full,wide,weak,11,780605420,12,378,0.189000
full,wide,weak,12,904236666,12,306,0.153000
full,wide,weak,13,1071731523,17,518,0.259000
full,wide,weak,14,1309277377,19,490,0.245000
full,wide,weak,15,1769114631,17,525,0.262500
full,wide,weak,16,1436967167,22,624,0.312000
full,wide,weak,17,1296579813,15,420,0.210000
full,wide,weak,18,1546683983,28,735,0.367500
full,wide,weak,19,1667134467,10,331,0.165500
full,wide,weak,20,1988723461,21,539,0.269500
full,wide,weak,21,549740126,23,555,0.277500
full,wide,weak,22,1409674725,11,353,0.176500
full,wide,weak,23,259872278,14,352,0.176000
full,wide,weak,24,1635973880,19,516,0.258000
full,wide,weak,25,586265460,23,552,0.276000
full,wide,weak,26,330013806,12,357,0.178500
full,wide,weak,27,2143860942,25,659,0.329500
full,wide,weak,28,2130456297,21,588,0.294000
full,wide,weak,29,1303954281,17,475,0.237500
full,wide,weak,30,1758259850,17,450,0.225000
full,wide,weak,31,880013463,21,531,0.265500
full,wide,weak,32,1209954190,23,499,0.249500
full,wide,weak,33,1175804999,12,340,0.170000
full,wide,weak,34,963118661,21,638,0.319000
full,wide,weak,35,984195093,17,444,0.222000
full,wide,weak,36,152735116,20,531,0.265500
full,wide,weak,37,164820355,9,225,0.112500
full,wide,weak,38,625261071,21,699,0.349500
full,wide,weak,39,1532739523,12,315,0.157500
full,wide,weak,40,1771784113,22,554,0.277000
full,wide,weak,41,381201849,21,604,0.302000
full,wide,weak,42,1833418216,15,409,0.204500
full,wide,weak,43,628120437,19,498,0.249000
full,wide,weak,44,1450250235,25,673,0.336500
full,wide,weak,45,449128027,17,473,0.236500
full,wide,weak,46,1694274535,12,338,0.169000
full,wide,weak,47,515422405,14,396,0.198000
full,wide,weak,48,619391676,4,150,0.075000
full,wide,weak,49,1748184361,24,598,0.299000
full,wide,weak,50,1969306879,22,609,0.304500
full,wide,weak,51,1032757208,12,316,0.158000
full,wide,weak,52,1184727070,22,585,0.292500
full,wide,weak,53,511531807,15,462,0.231000
full,wide,weak,54,128321119,9,222,0.111000
full,wide,weak,55,503080376,17,501,0.250500
full,wide,weak,56,874307557,28,702,0.351000
full,wide,weak,57,166257091,21,594,0.297000
full,wide,weak,58,1145589882,19,563,0.281500
full,wide,weak,59,1460797162,18,504,0.252000
full,wide,weak,60,2036818953,19,565,0.282500
full,wide,weak,61,1655487221,18,522,0.261000
full,wide,weak,62,910200362,15,410,0.205000
